GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
COA4	0.49	12	0.02	0.509	9857	0.905	0.491	8201	0.945
SLC3A1	0.49	12	0.02	0.509	9858	0.905	0.491	8200	0.945
TTC1	0.49	12	0.02	0.509	9859	0.905	0.491	8199	0.945
RQCD1	0.49	12	0.02	0.509	9860	0.905	0.491	8198	0.945
NFKBIA	0.49	12	0.02	0.509	9861	0.905	0.491	8197	0.945
DCTD	0.49	12	0.02	0.51	9862	0.905	0.49	8196	0.945
USB1	0.49	12	0.02	0.51	9863	0.905	0.49	8195	0.945
SPP2	0.49	12	0.02	0.51	9864	0.905	0.49	8194	0.945
FANCI	0.49	12	0.02	0.51	9865	0.905	0.49	8193	0.945
RAB7A	0.49	12	0.02	0.51	9866	0.905	0.49	8192	0.945
KCNG3	0.50	12	0.02	0.51	9867	0.905	0.49	8191	0.945
RPS4Y2	0.25	3	0.02	0.51	9868	0.905	0.49	8190	0.945
ZDHHC11B	0.25	3	0.02	0.51	9869	0.905	0.49	8189	0.945
PCDHGC5	0.50	12	0.02	0.51	9870	0.905	0.49	8188	0.945
ASUN	0.50	12	0.02	0.51	9871	0.905	0.49	8187	0.945
SMG8	0.50	12	0.02	0.51	9872	0.905	0.49	8186	0.945
S100A9	0.50	12	0.02	0.51	9873	0.905	0.49	8185	0.945
RIMS2	0.50	12	0.02	0.51	9874	0.905	0.49	8184	0.945
RBM43	0.50	12	0.02	0.51	9875	0.905	0.49	8183	0.945
EBLN1	0.50	12	0.03	0.51	9876	0.905	0.49	8182	0.945
SKIV2L2	0.50	12	0.03	0.51	9877	0.905	0.49	8181	0.945
NDUFC2	0.25	3	0.03	0.51	9878	0.905	0.49	8180	0.945
CFHR4	0.50	12	0.03	0.51	9879	0.905	0.49	8179	0.945
KRT7	0.50	12	0.03	0.51	9880	0.905	0.49	8178	0.945
SAYSD1	0.50	12	0.03	0.51	9881	0.905	0.49	8177	0.945
ACKR2	0.50	12	0.03	0.51	9882	0.905	0.49	8176	0.945
COMMD7	0.50	12	0.03	0.51	9883	0.905	0.49	8175	0.945
ABCB9	0.50	12	0.03	0.51	9884	0.905	0.49	8174	0.945
CARD18	0.50	12	0.03	0.51	9885	0.905	0.49	8173	0.945
CUTA	0.50	12	0.03	0.51	9886	0.905	0.49	8172	0.945
PNPLA8	0.50	12	0.03	0.51	9887	0.905	0.49	8171	0.945
DSPP	0.50	12	0.03	0.51	9888	0.905	0.49	8170	0.945
CRYBB2	0.50	12	0.03	0.51	9889	0.905	0.49	8169	0.945
FBXO9	0.50	12	0.03	0.51	9890	0.905	0.49	8168	0.945
EPM2A	0.50	12	0.03	0.51	9891	0.905	0.49	8167	0.945
PIWIL3	0.51	12	0.03	0.511	9892	0.905	0.489	8166	0.945
SEPT5	0.51	12	0.03	0.511	9893	0.905	0.489	8165	0.945
THAP4	0.51	12	0.03	0.511	9894	0.905	0.489	8164	0.945
MLTK	0.51	12	0.03	0.511	9895	0.905	0.489	8163	0.945
CBX2	0.51	12	0.03	0.511	9896	0.905	0.489	8162	0.945
C7orf33	0.51	12	0.03	0.511	9897	0.905	0.489	8161	0.945
NAPEPLD	0.51	12	0.03	0.511	9898	0.905	0.489	8160	0.945
LIPI	0.51	12	0.03	0.511	9899	0.905	0.489	8159	0.945
SLC22A13	0.51	12	0.03	0.511	9900	0.905	0.489	8158	0.945
PIK3R3	0.51	12	0.03	0.511	9901	0.905	0.489	8157	0.945
POU2F2	0.51	12	0.03	0.511	9902	0.905	0.489	8156	0.945
COMMD1	0.51	12	0.03	0.511	9903	0.905	0.489	8155	0.945
AXIN2	0.51	12	0.03	0.511	9904	0.905	0.489	8154	0.945
GTDC1	0.51	12	0.03	0.511	9905	0.905	0.489	8153	0.945
GRIA1	0.51	12	0.03	0.511	9906	0.905	0.489	8152	0.945
MEP1A	0.51	12	0.03	0.511	9907	0.905	0.489	8151	0.945
IGFBP6	0.51	12	0.03	0.511	9908	0.905	0.489	8150	0.945
TBL1X	0.51	12	0.03	0.511	9909	0.905	0.489	8149	0.945
UPF1	0.52	12	0.03	0.511	9910	0.905	0.489	8148	0.945
VPS54	0.52	12	0.03	0.511	9911	0.905	0.489	8147	0.945
VILL	0.52	12	0.03	0.511	9912	0.905	0.489	8146	0.945
SH3BP5L	0.52	12	0.03	0.511	9913	0.905	0.489	8145	0.945
SLC25A47	0.52	12	0.03	0.511	9914	0.905	0.489	8144	0.945
MAFF	0.52	12	0.03	0.512	9915	0.905	0.488	8143	0.945
GCLM	0.52	12	0.03	0.512	9916	0.905	0.488	8142	0.945
DBF4	0.52	12	0.03	0.512	9917	0.905	0.488	8141	0.945
AKAP3	0.52	12	0.03	0.512	9918	0.905	0.488	8140	0.945
ZW10	0.52	12	0.03	0.512	9919	0.905	0.488	8139	0.945
MPND	0.52	12	0.03	0.512	9920	0.905	0.488	8138	0.945
RGS9BP	0.52	12	0.03	0.512	9921	0.905	0.488	8137	0.945
SLC9A8	0.52	12	0.03	0.512	9922	0.905	0.488	8136	0.945
YPEL5	0.52	12	0.03	0.512	9923	0.905	0.488	8135	0.945
NEK3	0.52	12	0.03	0.512	9924	0.905	0.488	8134	0.945
PPARA	0.52	12	0.03	0.512	9925	0.905	0.488	8133	0.945
CCDC28B	0.52	12	0.03	0.512	9926	0.905	0.488	8132	0.945
CHRNA2	0.52	12	0.03	0.512	9927	0.905	0.488	8131	0.945
CNKSR3	0.53	12	0.03	0.512	9928	0.905	0.488	8130	0.945
BBOX1	0.53	12	0.03	0.512	9929	0.905	0.488	8129	0.945
MYLK3	0.53	12	0.03	0.512	9930	0.905	0.488	8128	0.945
VIL1	0.53	12	0.03	0.512	9931	0.905	0.488	8127	0.945
PGBD5	0.53	12	0.03	0.512	9932	0.905	0.488	8126	0.945
TAS2R40	0.53	12	0.03	0.512	9933	0.905	0.488	8125	0.945
C15orf26	0.53	12	0.03	0.512	9934	0.905	0.488	8124	0.945
TYMP	0.53	12	0.03	0.512	9935	0.905	0.488	8123	0.945
FAM192A	0.53	12	0.03	0.512	9936	0.905	0.488	8122	0.945
SMLR1	0.53	12	0.03	0.512	9937	0.905	0.488	8121	0.945
PIGL	0.53	12	0.03	0.513	9938	0.905	0.487	8120	0.945
SERPINB8	0.53	12	0.03	0.513	9939	0.905	0.487	8119	0.945
MLLT11	0.53	12	0.03	0.513	9940	0.905	0.487	8118	0.945
CLPX	0.53	12	0.03	0.513	9941	0.905	0.487	8117	0.945
FZD10	0.53	12	0.03	0.513	9942	0.905	0.487	8116	0.945
RBM8A	0.53	12	0.03	0.513	9943	0.905	0.487	8115	0.945
ZNF32	0.54	12	0.03	0.513	9944	0.905	0.487	8114	0.945
HIST1H2BB	0.27	3	0.03	0.513	9945	0.905	0.487	8113	0.945
EXO1	0.54	12	0.03	0.513	9946	0.905	0.487	8112	0.945
FLT4	0.54	12	0.03	0.513	9947	0.905	0.487	8111	0.945
SKI	0.54	12	0.03	0.513	9948	0.905	0.487	8110	0.945
PAIP1	0.54	12	0.03	0.513	9949	0.905	0.487	8109	0.945
AHSP	0.54	12	0.03	0.513	9950	0.905	0.487	8108	0.945
ZNF787	0.54	12	0.03	0.513	9951	0.905	0.487	8107	0.945
TDRP	0.54	12	0.03	0.513	9952	0.905	0.487	8106	0.945
WTAP	0.54	12	0.03	0.513	9953	0.905	0.487	8105	0.945
WDR31	0.54	12	0.03	0.513	9954	0.905	0.487	8104	0.945
VAV1	0.54	12	0.03	0.513	9955	0.905	0.487	8103	0.945
ZSCAN9	0.54	12	0.03	0.513	9956	0.905	0.487	8102	0.945
RAB6B	0.54	12	0.03	0.513	9957	0.905	0.487	8101	0.945
GRAP2	0.54	12	0.03	0.513	9958	0.905	0.487	8100	0.945
ZNF260	0.54	12	0.03	0.513	9959	0.905	0.487	8099	0.945
PRAC1	0.47	9	0.03	0.513	9960	0.905	0.487	8098	0.945
HS1BP3	0.54	12	0.03	0.513	9961	0.905	0.487	8097	0.945
GOPC	0.54	12	0.03	0.513	9962	0.905	0.487	8096	0.945
EPGN	0.55	12	0.03	0.514	9963	0.905	0.486	8095	0.945
HCAR1	0.55	12	0.03	0.514	9964	0.905	0.486	8094	0.945
ZNF526	0.55	12	0.03	0.514	9965	0.905	0.486	8093	0.945
FTSJ2	0.55	12	0.03	0.514	9966	0.905	0.486	8092	0.945
FAM216B	0.55	12	0.03	0.514	9967	0.905	0.486	8091	0.945
LRRC15	0.55	12	0.03	0.514	9968	0.905	0.486	8090	0.945
STARD8	0.55	12	0.03	0.514	9969	0.905	0.486	8089	0.945
SPIRE1	0.55	12	0.03	0.514	9970	0.905	0.486	8088	0.945
HLA-DOB	0.55	12	0.03	0.514	9971	0.905	0.486	8087	0.945
CTLA4	0.55	12	0.03	0.514	9972	0.905	0.486	8086	0.945
OLAH	0.55	12	0.03	0.514	9973	0.905	0.486	8085	0.945
TGM1	0.55	12	0.04	0.514	9974	0.905	0.486	8084	0.945
SLU7	0.55	12	0.04	0.514	9975	0.905	0.486	8083	0.945
FAM118B	0.55	12	0.04	0.514	9976	0.905	0.486	8082	0.945
TSSK3	0.55	12	0.04	0.514	9977	0.905	0.486	8081	0.945
ABCB8	0.55	12	0.04	0.514	9978	0.905	0.486	8080	0.945
ZNF143	0.55	12	0.04	0.514	9979	0.905	0.486	8079	0.945
PSMD9	0.55	12	0.04	0.514	9980	0.905	0.486	8078	0.945
DYSF	0.55	12	0.04	0.514	9981	0.905	0.486	8077	0.945
ZNF672	0.55	12	0.04	0.514	9982	0.905	0.486	8076	0.945
FAM76B	0.55	12	0.04	0.514	9983	0.905	0.486	8075	0.945
SAMD4B	0.56	12	0.04	0.514	9984	0.905	0.486	8074	0.945
MKKS	0.56	12	0.04	0.514	9985	0.905	0.486	8073	0.945
ZNF780A	0.39	6	0.04	0.514	9986	0.905	0.486	8072	0.945
SIGLEC9	0.56	12	0.04	0.514	9987	0.905	0.486	8071	0.945
PRICKLE4	0.56	12	0.04	0.514	9988	0.905	0.486	8070	0.945
PTGFR	0.56	12	0.04	0.515	9989	0.905	0.485	8069	0.945
SYNJ1	0.56	12	0.04	0.515	9990	0.905	0.485	8068	0.945
BGLAP	0.56	12	0.04	0.515	9991	0.905	0.485	8067	0.945
ZNF721	0.56	12	0.04	0.515	9992	0.905	0.485	8066	0.945
SEMA6B	0.56	12	0.04	0.515	9993	0.905	0.485	8065	0.945
UGGT1	0.56	12	0.04	0.515	9994	0.905	0.485	8064	0.945
TSPAN9	0.56	12	0.04	0.515	9995	0.905	0.485	8063	0.945
TRAF1	0.56	12	0.04	0.515	9996	0.905	0.485	8062	0.945
KIAA1143	0.56	12	0.04	0.515	9997	0.905	0.485	8061	0.945
RBMS1	0.56	12	0.04	0.515	9998	0.905	0.485	8060	0.945
FIS1	0.56	12	0.04	0.515	9999	0.905	0.485	8059	0.945
MAPK8	0.56	12	0.04	0.515	10000	0.905	0.485	8058	0.945
ADAM18	0.56	12	0.04	0.515	10001	0.905	0.485	8057	0.945
C22orf46	0.56	12	0.04	0.515	10002	0.905	0.485	8056	0.945
MOGAT2	0.56	12	0.04	0.515	10003	0.905	0.485	8055	0.945
PEX11A	0.56	12	0.04	0.515	10004	0.905	0.485	8054	0.945
LZTS2	0.56	12	0.04	0.515	10005	0.905	0.485	8053	0.945
RAPH1	0.57	12	0.04	0.515	10006	0.905	0.485	8052	0.945
KIAA1045	0.57	12	0.04	0.515	10007	0.905	0.485	8051	0.945
AVPR1B	0.57	12	0.04	0.515	10008	0.905	0.485	8050	0.945
SIPA1L1	0.57	12	0.04	0.515	10009	0.905	0.485	8049	0.945
RIMBP2	0.57	12	0.04	0.515	10010	0.905	0.485	8048	0.945
PCDHGA5	0.57	12	0.04	0.515	10011	0.905	0.485	8047	0.945
FAM83B	0.57	12	0.04	0.516	10012	0.905	0.484	8046	0.945
TEX12	0.50	9	0.04	0.516	10013	0.905	0.484	8045	0.945
CHD9	0.57	12	0.04	0.516	10014	0.905	0.484	8044	0.945
ATHL1	0.57	12	0.04	0.516	10015	0.905	0.484	8043	0.945
EPHX2	0.57	12	0.04	0.516	10016	0.905	0.484	8042	0.945
PRIMPOL	0.57	12	0.04	0.516	10017	0.905	0.484	8041	0.945
CNIH4	0.57	12	0.04	0.516	10018	0.905	0.484	8040	0.945
TBX22	0.58	12	0.04	0.516	10019	0.905	0.484	8039	0.945
IGSF1	0.58	12	0.04	0.516	10020	0.905	0.484	8038	0.945
IL22RA1	0.58	12	0.04	0.516	10021	0.905	0.484	8037	0.945
SLC25A18	0.58	12	0.04	0.516	10022	0.905	0.484	8036	0.945
ZNF521	0.58	12	0.04	0.516	10023	0.905	0.484	8035	0.945
DNAH3	0.58	12	0.04	0.516	10024	0.905	0.484	8034	0.945
OR5J2	0.58	12	0.04	0.516	10025	0.905	0.484	8033	0.945
PTK2B	0.58	12	0.04	0.516	10026	0.905	0.484	8032	0.945
HINT2	0.58	12	0.04	0.516	10027	0.905	0.484	8031	0.945
MMP8	0.58	12	0.04	0.516	10028	0.905	0.484	8030	0.945
SLC26A9	0.58	12	0.04	0.516	10029	0.905	0.484	8029	0.945
ATL1	0.58	12	0.04	0.516	10030	0.905	0.484	8028	0.945
SLC25A35	0.58	12	0.04	0.516	10031	0.905	0.484	8027	0.945
CDC7	0.58	12	0.04	0.516	10032	0.905	0.484	8026	0.945
FAM105B	0.58	12	0.04	0.516	10033	0.905	0.484	8025	0.945
RFK	0.58	12	0.04	0.516	10034	0.905	0.484	8024	0.945
NEB	0.58	12	0.04	0.516	10035	0.905	0.484	8023	0.945
TADA2B	0.58	12	0.04	0.516	10036	0.905	0.484	8022	0.945
CRB3	0.58	12	0.04	0.516	10037	0.905	0.484	8021	0.945
TNFSF9	0.58	12	0.04	0.516	10038	0.905	0.484	8020	0.945
SLC7A5	0.58	12	0.04	0.516	10039	0.905	0.484	8019	0.945
CUEDC2	0.58	12	0.04	0.516	10040	0.905	0.484	8018	0.945
MMP1	0.58	12	0.04	0.516	10041	0.905	0.484	8017	0.945
BID	0.58	12	0.04	0.517	10042	0.905	0.483	8016	0.945
C2orf44	0.59	12	0.04	0.517	10043	0.905	0.483	8015	0.945
ITGB2	0.59	12	0.04	0.517	10044	0.905	0.483	8014	0.945
SCARA5	0.59	12	0.04	0.517	10045	0.905	0.483	8013	0.945
MTA3	0.59	12	0.04	0.517	10046	0.905	0.483	8012	0.945
TOM1L1	0.59	12	0.04	0.517	10047	0.905	0.483	8011	0.945
TTC19	0.59	12	0.04	0.517	10048	0.905	0.483	8010	0.945
UNC119B	0.59	12	0.04	0.517	10049	0.905	0.483	8009	0.945
ACAP1	0.59	12	0.04	0.517	10050	0.905	0.483	8008	0.945
ZNF83	0.59	12	0.04	0.517	10051	0.905	0.483	8007	0.945
TMEM139	0.60	12	0.04	0.517	10052	0.905	0.483	8006	0.945
CLYBL	0.60	12	0.04	0.517	10053	0.905	0.483	8005	0.945
SDCCAG8	0.60	12	0.04	0.517	10054	0.905	0.483	8004	0.945
GPR50	0.60	12	0.04	0.517	10055	0.905	0.483	8003	0.945
ZNF430	0.30	3	0.04	0.517	10056	0.905	0.483	8002	0.945
CTDSPL2	0.60	12	0.04	0.518	10057	0.905	0.482	8001	0.945
GNB4	0.60	12	0.04	0.518	10058	0.905	0.482	8000	0.945
SYT13	0.60	12	0.04	0.518	10059	0.905	0.482	7999	0.945
CFH	0.60	12	0.04	0.518	10060	0.905	0.482	7998	0.945
SPINK13	0.60	12	0.04	0.518	10061	0.905	0.482	7997	0.945
PTPN7	0.60	12	0.04	0.518	10062	0.905	0.482	7996	0.945
ART3	0.60	12	0.04	0.518	10063	0.905	0.482	7995	0.945
BMPER	0.60	12	0.04	0.518	10064	0.905	0.482	7994	0.945
IGLON5	0.60	12	0.04	0.518	10065	0.905	0.482	7993	0.945
MCC	0.60	12	0.04	0.518	10066	0.905	0.482	7992	0.945
TAS2R3	0.60	12	0.04	0.518	10067	0.905	0.482	7991	0.945
MID2	0.60	12	0.05	0.518	10068	0.905	0.482	7990	0.945
PIANP	0.61	12	0.05	0.518	10069	0.905	0.482	7989	0.945
PLA2G2D	0.61	12	0.05	0.518	10070	0.905	0.482	7988	0.945
CYP4Z1	0.61	12	0.05	0.518	10071	0.905	0.482	7987	0.945
ZMYM3	0.61	12	0.05	0.518	10072	0.905	0.482	7986	0.945
POSTN	0.61	12	0.05	0.518	10073	0.905	0.482	7985	0.945
R3HCC1	0.61	12	0.05	0.518	10074	0.905	0.482	7984	0.945
HIC1	0.61	12	0.05	0.518	10075	0.905	0.482	7983	0.945
RBAK	0.61	12	0.05	0.518	10076	0.905	0.482	7982	0.945
ZPBP2	0.61	12	0.05	0.518	10077	0.905	0.482	7981	0.945
HSD11B2	0.61	12	0.05	0.518	10078	0.905	0.482	7980	0.945
HHIPL2	0.61	12	0.05	0.518	10079	0.905	0.482	7979	0.945
TNFRSF25	0.61	12	0.05	0.518	10080	0.905	0.482	7978	0.945
SLC35E1	0.61	12	0.05	0.518	10081	0.905	0.482	7977	0.945
OR3A2	0.61	12	0.05	0.518	10082	0.905	0.482	7976	0.945
TFR2	0.61	12	0.05	0.518	10083	0.905	0.482	7975	0.945
HIPK1	0.61	12	0.05	0.518	10084	0.905	0.482	7974	0.945
CD300LF	0.61	12	0.05	0.519	10085	0.905	0.481	7973	0.945
RFC1	0.61	12	0.05	0.519	10086	0.905	0.481	7972	0.945
TNFRSF11A	0.61	12	0.05	0.519	10087	0.905	0.481	7971	0.945
PATE2	0.61	12	0.05	0.519	10088	0.905	0.481	7970	0.945
KRBOX1	0.61	12	0.05	0.519	10089	0.905	0.481	7969	0.945
ZNF462	0.61	12	0.05	0.519	10090	0.905	0.481	7968	0.945
CLCN6	0.61	12	0.05	0.519	10091	0.905	0.481	7967	0.945
ZNF778	0.62	12	0.05	0.519	10092	0.905	0.481	7966	0.945
LOXL4	0.62	12	0.05	0.519	10093	0.905	0.481	7965	0.945
RCAN1	0.62	12	0.05	0.519	10094	0.905	0.481	7964	0.945
CAMKK1	0.62	12	0.05	0.519	10095	0.905	0.481	7963	0.945
GAMT	0.62	12	0.05	0.519	10096	0.905	0.481	7962	0.945
MAGEA1	0.62	12	0.05	0.519	10097	0.905	0.481	7961	0.945
CNN2	0.62	12	0.05	0.519	10098	0.905	0.481	7960	0.945
IL15	0.31	3	0.05	0.519	10099	0.905	0.481	7959	0.945
SSTR1	0.62	12	0.05	0.519	10100	0.905	0.481	7958	0.945
NHEJ1	0.62	12	0.05	0.519	10101	0.905	0.481	7957	0.945
ADRB3	0.62	12	0.05	0.519	10102	0.905	0.481	7956	0.945
UBL5	0.62	12	0.05	0.519	10103	0.905	0.481	7955	0.945
PRKCD	0.62	12	0.05	0.52	10104	0.905	0.48	7954	0.945
BCAS2	0.63	12	0.05	0.52	10105	0.905	0.48	7953	0.945
SAP30L	0.63	12	0.05	0.52	10106	0.905	0.48	7952	0.945
GLTPD2	0.63	12	0.05	0.52	10107	0.905	0.48	7951	0.945
RAP1B	0.31	3	0.05	0.52	10108	0.905	0.48	7950	0.945
GMPR	0.63	12	0.05	0.52	10109	0.905	0.48	7949	0.945
FAM134A	0.63	12	0.05	0.52	10110	0.905	0.48	7948	0.945
ANKRD40	0.63	12	0.05	0.52	10111	0.905	0.48	7947	0.945
SPPL2C	0.63	12	0.05	0.52	10112	0.905	0.48	7946	0.945
COG1	0.63	12	0.05	0.52	10113	0.905	0.48	7945	0.945
SPA17	0.63	12	0.05	0.52	10114	0.905	0.48	7944	0.945
C10orf131	0.63	12	0.05	0.52	10115	0.905	0.48	7943	0.945
C4orf48	0.63	12	0.05	0.52	10116	0.905	0.48	7942	0.945
PSME2	0.63	12	0.05	0.52	10117	0.905	0.48	7941	0.945
SLC44A1	0.64	12	0.05	0.52	10118	0.905	0.48	7940	0.945
USP40	0.64	12	0.05	0.52	10119	0.905	0.48	7939	0.945
GRM5	0.64	12	0.05	0.52	10120	0.905	0.48	7938	0.945
NLRC5	0.64	12	0.05	0.52	10121	0.905	0.48	7937	0.945
IFI27	0.64	12	0.05	0.52	10122	0.905	0.48	7936	0.945
SEMG2	0.64	12	0.05	0.521	10123	0.905	0.479	7935	0.945
PCDHB16	0.64	12	0.05	0.521	10124	0.905	0.479	7934	0.945
KNCN	0.64	12	0.05	0.521	10125	0.905	0.479	7933	0.945
MAGIX	0.64	12	0.05	0.521	10126	0.905	0.479	7932	0.945
COL9A1	0.64	12	0.05	0.521	10127	0.905	0.479	7931	0.945
FAM32A	0.64	12	0.05	0.521	10128	0.905	0.479	7930	0.945
TNFAIP3	0.64	12	0.05	0.521	10129	0.905	0.479	7929	0.945
NKX6-1	0.64	12	0.05	0.521	10130	0.905	0.479	7928	0.945
DCDC2	0.64	12	0.05	0.521	10131	0.905	0.479	7927	0.945
THAP6	0.64	12	0.05	0.521	10132	0.905	0.479	7926	0.945
C10orf107	0.64	12	0.05	0.521	10133	0.905	0.479	7925	0.945
LCAT	0.64	12	0.05	0.521	10134	0.905	0.479	7924	0.945
FBXO28	0.64	12	0.05	0.521	10135	0.905	0.479	7923	0.945
GYG2	0.65	12	0.05	0.521	10136	0.905	0.479	7922	0.945
KLHL31	0.65	12	0.05	0.521	10137	0.905	0.479	7921	0.945
CLDN17	0.65	12	0.05	0.521	10138	0.905	0.479	7920	0.945
M6PR	0.65	12	0.05	0.521	10139	0.905	0.479	7919	0.945
WDR83	0.65	12	0.05	0.521	10140	0.905	0.479	7918	0.945
SMAD1	0.65	12	0.05	0.521	10141	0.905	0.479	7917	0.945
LRTOMT	0.65	12	0.05	0.521	10142	0.905	0.479	7916	0.945
KRT6A	0.46	6	0.05	0.521	10143	0.905	0.479	7915	0.945
BSG	0.65	12	0.05	0.521	10144	0.905	0.479	7914	0.945
TECPR2	0.65	12	0.05	0.522	10145	0.905	0.478	7913	0.945
SLC6A6	0.65	12	0.05	0.522	10146	0.905	0.478	7912	0.945
ZBTB26	0.65	12	0.05	0.522	10147	0.905	0.478	7911	0.945
RMDN2	0.65	12	0.05	0.522	10148	0.905	0.478	7910	0.945
OLFM4	0.65	12	0.05	0.522	10149	0.905	0.478	7909	0.945
CDC25A	0.65	12	0.05	0.522	10150	0.905	0.478	7908	0.945
TRAPPC8	0.65	12	0.05	0.522	10151	0.905	0.478	7907	0.945
SLITRK3	0.65	12	0.05	0.522	10152	0.905	0.478	7906	0.945
FEM1C	0.66	12	0.05	0.522	10153	0.905	0.478	7905	0.945
JKAMP	0.66	12	0.05	0.522	10154	0.905	0.478	7904	0.945
ZNF182	0.66	12	0.05	0.522	10155	0.905	0.478	7903	0.945
ANP32B	0.66	12	0.05	0.522	10156	0.905	0.478	7902	0.945
FMO4	0.66	12	0.06	0.522	10157	0.905	0.478	7901	0.945
PRDM2	0.66	12	0.06	0.522	10158	0.905	0.478	7900	0.945
UTP20	0.66	12	0.06	0.522	10159	0.905	0.478	7899	0.945
C17orf99	0.66	12	0.06	0.522	10160	0.905	0.478	7898	0.945
TMBIM1	0.66	12	0.06	0.522	10161	0.905	0.478	7897	0.945
AGPS	0.66	12	0.06	0.522	10162	0.905	0.478	7896	0.945
TEX264	0.66	12	0.06	0.522	10163	0.905	0.478	7895	0.945
SV2C	0.66	12	0.06	0.522	10164	0.905	0.478	7894	0.945
GGA1	0.66	12	0.06	0.522	10165	0.905	0.478	7893	0.945
RHBDD1	0.66	12	0.06	0.522	10166	0.905	0.478	7892	0.945
CCR2	0.66	12	0.06	0.522	10167	0.905	0.478	7891	0.945
CLCN3	0.66	12	0.06	0.522	10168	0.905	0.478	7890	0.945
CCR3	0.66	12	0.06	0.522	10169	0.905	0.478	7889	0.945
ADAM20	0.66	12	0.06	0.522	10170	0.905	0.478	7888	0.945
SLC2A1	0.66	12	0.06	0.523	10171	0.905	0.477	7887	0.945
SRL	0.66	12	0.06	0.523	10172	0.905	0.477	7886	0.945
FAAH	0.67	12	0.06	0.523	10173	0.905	0.477	7885	0.945
HYAL4	0.67	12	0.06	0.523	10174	0.905	0.477	7884	0.945
CD8A	0.67	12	0.06	0.523	10175	0.905	0.477	7883	0.945
ZNF587B	0.58	9	0.06	0.523	10176	0.905	0.477	7882	0.945
LMLN	0.67	12	0.06	0.523	10177	0.905	0.477	7881	0.945
ADCK1	0.67	12	0.06	0.523	10178	0.905	0.477	7880	0.945
MYO19	0.67	12	0.06	0.523	10179	0.905	0.477	7879	0.945
RPL13	0.67	12	0.06	0.523	10180	0.905	0.477	7878	0.945
FRAT1	0.67	12	0.06	0.523	10181	0.905	0.477	7877	0.945
TAF10	0.67	12	0.06	0.523	10182	0.905	0.477	7876	0.945
TMEM78	0.34	3	0.06	0.523	10183	0.905	0.477	7875	0.945
SLC30A10	0.67	12	0.06	0.523	10184	0.905	0.477	7874	0.945
OPN3	0.67	12	0.06	0.523	10185	0.905	0.477	7873	0.945
TCHP	0.67	12	0.06	0.523	10186	0.905	0.477	7872	0.945
NUDT21	0.67	12	0.06	0.523	10187	0.905	0.477	7871	0.945
FBLN7	0.67	12	0.06	0.523	10188	0.905	0.477	7870	0.945
FAM47C	0.67	12	0.06	0.523	10189	0.905	0.477	7869	0.945
PLEKHA3	0.67	12	0.06	0.523	10190	0.905	0.477	7868	0.945
XPC	0.68	12	0.06	0.523	10191	0.905	0.477	7867	0.945
HIATL1	0.68	12	0.06	0.523	10192	0.905	0.477	7866	0.945
VWDE	0.68	12	0.06	0.523	10193	0.905	0.477	7865	0.945
ETAA1	0.68	12	0.06	0.523	10194	0.905	0.477	7864	0.945
ASB1	0.68	12	0.06	0.523	10195	0.905	0.477	7863	0.945
GPAM	0.68	12	0.06	0.524	10196	0.905	0.476	7862	0.945
VPS4B	0.68	12	0.06	0.524	10197	0.905	0.476	7861	0.945
CROT	0.68	12	0.06	0.524	10198	0.905	0.476	7860	0.945
CARS	0.68	12	0.06	0.524	10199	0.905	0.476	7859	0.945
PSMG2	0.68	12	0.06	0.524	10200	0.905	0.476	7858	0.945
ZMAT1	0.68	12	0.06	0.524	10201	0.905	0.476	7857	0.945
XRRA1	0.68	12	0.06	0.524	10202	0.905	0.476	7856	0.945
TMEM61	0.68	12	0.06	0.524	10203	0.905	0.476	7855	0.945
RAB1A	0.68	12	0.06	0.524	10204	0.905	0.476	7854	0.945
CYP2J2	0.68	12	0.06	0.524	10205	0.905	0.476	7853	0.945
ARHGEF38	0.68	12	0.06	0.524	10206	0.905	0.476	7852	0.945
TMF1	0.69	12	0.06	0.524	10207	0.905	0.476	7851	0.945
NPY4R	0.69	12	0.06	0.524	10208	0.905	0.476	7850	0.945
SPATA2L	0.69	12	0.06	0.524	10209	0.905	0.476	7849	0.945
ADAM2	0.69	12	0.06	0.524	10210	0.905	0.476	7848	0.945
FKBP1B	0.69	12	0.06	0.524	10211	0.905	0.476	7847	0.945
TFAP2C	0.69	12	0.06	0.524	10212	0.905	0.476	7846	0.945
FRZB	0.69	12	0.06	0.524	10213	0.905	0.476	7845	0.945
GLYATL1	0.69	12	0.06	0.525	10214	0.905	0.475	7844	0.945
ZC3HAV1	0.69	12	0.06	0.525	10215	0.905	0.475	7843	0.945
LIPT2	0.69	12	0.06	0.525	10216	0.905	0.475	7842	0.945
OR10J3	0.69	12	0.06	0.525	10217	0.905	0.475	7841	0.945
F3	0.69	12	0.06	0.525	10218	0.905	0.475	7840	0.945
FAM212A	0.70	12	0.06	0.525	10219	0.905	0.475	7839	0.945
FAM172A	0.70	12	0.06	0.525	10220	0.905	0.475	7838	0.945
POMGNT1	0.70	12	0.06	0.525	10221	0.905	0.475	7837	0.945
MRGPRE	0.70	12	0.06	0.525	10222	0.905	0.475	7836	0.945
BIN3	0.70	12	0.06	0.525	10223	0.905	0.475	7835	0.945
